text;emotion;texto;emocao
i don t think that woman ever feels generous because she is too busy dying of love;joy;acho que essa mulher nunca se sente generosa porque está muito ocupada morrendo de amor;alegria
im feeling a little more convinced;joy;estou me sentindo um pouco mais convencido;alegria
im feeling pretty contented too having an instructor to assist me with higher level math again for a while is very helpful;joy;estou me sentindo muito satisfeito também ter um instrutor para me ajudar com matemática de nível superior novamente por um tempo é muito útil;alegria
i feel selfish on the days i dont feel well and want to be left alone in my misery;anger;me sinto egoísta nos dias em que não me sinto bem e quero ficar sozinho na minha miséria;raiva
i smiled feeling my grandmothers presence in her sweet british accent;love;eu sorri sentindo a presença da minha avó em seu doce sotaque britânico;amar
i did kind of feel bad for him;sadness;eu meio que me senti mal por ele;tristeza
i feeling distressed;fear;estou me sentindo angustiado;temer
i am a down to earth person and say what i feel very affectionate;love;sou uma pessoa pé no chão e digo o que me sinto muito carinhoso;amar
i feel hot i drank some cold drink or find some ice dessert such as chendol or ice kacang;love;sinto calor bebi uma bebida gelada ou encontrei uma sobremesa gelada como chendol ou ice kacang;amar
i feel that one has to be passionate but not tensed;joy;eu sinto que é preciso ser apaixonado, mas não tenso;alegria
i have spoken to are so pleased with the facilities often feeling really valued for the first time with their needs being properly recognised and properly met;joy;com quem falei estão tão satisfeitos com as instalações muitas vezes sentindo-se realmente valorizados pela primeira vez com as suas necessidades sendo devidamente reconhecidas e devidamente atendidas;alegria
i am thankful for my family and i ll write a post on that at some point too but really i just want to feel thankful for my jobs that i have now;joy;sou grato pela minha família e vou escrever um post sobre isso em algum momento também, mas na verdade eu só quero me sentir grato pelos meus empregos que tenho agora;alegria
im feeling really contented by myself because i havent spent a single cent for the past days;joy;Estou me sentindo muito contente comigo mesmo porque não gastei um único centavo nos últimos dias;alegria
i had a feeling you were being sarcastic but ivspirit a href http translatethis;anger;eu tive a sensação de que você estava sendo sarcástico, mas ivspirit a href http translatethis;raiva
i feel pretty pathetic as an intercessor;sadness;eu me sinto muito patético como um intercessor;tristeza
i guess im feeling pretty mellow these days;joy;eu acho que estou me sentindo bem tranquilo esses dias;alegria
i gotta feeling da bul taewuhbeoryeo burn it up i gotta feeling niga ulbujitneun nal ah neoneun wiheomhae gal ttaekkaji gatsseo get away woooo becuz i m cuz i m dangerous b;anger;eu tenho que sentir da bul taewuhbeoryeo queimá-lo eu tenho que me sentir negão ulbujitneun nal ah neoneun wiheomhae gal ttaekkaji gatsseo fugir woooo porque eu sou porque eu sou perigoso b;raiva
i feel very isolated from my family so it is really important to me to meet people;sadness;sinto-me muito isolado da minha família, por isso é muito importante para mim conhecer pessoas;tristeza
i think i m also feeling restless;fear;eu acho que também estou me sentindo inquieto;temer
im feeling very bitter against knight in shining denim because i asked him a year ago to go to the gym with me and he wouldnt spend the money;anger;estou me sentindo muito amargo contra o knight in bright denim porque eu pedi a ele um ano atrás para ir à academia comigo e ele não quis gastar o dinheiro;raiva
i need instead to focus on feeling that ecstatic feeling to make phone calls without being attached to outcomes amp believe that the money to move will come without wondering exactly how or where or when;joy;preciso, em vez disso, concentrar-me em sentir aquela sensação de êxtase de fazer chamadas sem estar apegado a resultados e acreditar que o dinheiro a movimentar virá sem me perguntar exactamente como ou onde ou quando;alegria
i go to bed feeling very distraught otherwise;fear;eu vou para a cama me sentindo muito perturbado de outra forma;medo
i still feel disappointed though;sadness;eu ainda me sinto decepcionado embora;tristeza
ive been feeling super run down all morning and debated whether or not to leave my usual closed for business type illness post;joy;tenho me sentido super deprimido a manhã toda e debati se deveria ou não deixar meu posto de saúde habitual fechado para negócios;alegria
i mean great food that holds wonderful memories and will make me feel good when i have it;joy;quero dizer boa comida que guarda memórias maravilhosas e me fará sentir bem quando eu a tiver;alegria
i feel weirdly thrilled by that;joy;eu me sinto estranhamente emocionado por isso;alegria
i remember going to shandur the highest polo ground in the world located in north western pakistan and feeling helpless because there were no signals there and i couldn t post my facebook status or tweet about the marvelous surroundings;sadness;lembro-me de ir a shandur o campo de pólo mais alto do mundo localizado no noroeste do paquistão e de me sentir impotente porque lá não havia sinais e não conseguia publicar o meu estado no facebook nem tweetar sobre os arredores maravilhosos;tristeza
when i learnt that i had been admitted to the university;joy;quando soube que tinha sido admitido na universidade;alegria
im feeling clever right now so if anyone attempts to burst my bubble ill just have to burst yours right back by telling your children that you know who is not real;joy;estou me sentindo inteligente agora, então se alguém tentar estourar minha bolha doente só tenho que estourar a sua de volta dizendo aos seus filhos que você sabe quem não é real;alegria
i feel that the names also reflect on the person as to how dignified it comes together or not dudley dursley cornelius fudge minerva mcgonnagall neville longbottom peter pettigrew oliver wood;joy;sinto que os nomes também reflectem na pessoa o quão dignificante é ou não dudley dursley cornelius fudge minerva mcgonnagall neville longbottom pettigrew oliver wood;alegria
i sit here feeling blank about this;sadness;eu sento aqui me sentindo em branco sobre isso;tristeza
i been left alone this is how i feel a kind of sweet song for me but the official video clip for this song is quite annoying;joy;eu fui deixado sozinho é assim que eu sinto uma espécie de música doce para mim, mas o videoclipe oficial dessa música é muito chato;alegria
i feel so paranoid and im really gonna cut down the hours and frequencies of me wearing contact lenses;fear;eu me sinto tão paranóico e eu realmente vou reduzir as horas e frequências de eu usar lentes de contato;medo
i honestly feel a little bit relieved;joy;eu honestamente me sinto um pouco aliviado;alegria
im hoping theyll like this new draft better this time so that i wont end up feeling as devastated as i did the last time i turned in a draft i was devastated because a href http neuroticworkaholic;sadness;espero que gostem mais deste novo rascunho desta vez para não acabar por me sentir tão devastado como da última vez que entreguei um rascunho fiquei arrasado porque um href http neuroticworkaholic;tristeza
i feel today is any indication of the next week its doubtful that there will be much energy left for more than a low key new years eve party;fear;sinto que hoje é qualquer indicação da próxima semana é duvidoso que haja muita energia para mais do que uma festa de véspera de ano novo discreta;medo
i feeling so uncertain concerned afraid of this person circumstance environment change;fear;estou me sentindo tão inseguro preocupado com medo dessa pessoa circunstância mudança de ambiente;medo
i am feeling the need the longing for the flowers the birds and the warmth of the sun;love;estou sentindo a necessidade a saudade das flores os pássaros e o calor do sol;amar
i feel like people seem to be intimidated by me or this blog;fear;sinto que as pessoas parecem intimidadas por mim ou por este blog;medo
i woke up twas am according to the clock on my bedside table with my heart racing and i was feeling very very hot;love;eu acordei twas da manhã de acordo com o relógio na minha mesa de cabeceira com o meu coração acelerado e eu estava me sentindo muito, muito quente;amar
i currently have it sitting in a bowl of rice in the sun in the hope it will dry out but im not feeling optimistic;joy;atualmente tenho-o sentado numa tigela de arroz ao sol na esperança de que seque mas não estou a sentir-me optimista;alegria
i feel like i probably would have liked this book a little bit more if it wasn t such a simple story line;love;eu sinto que provavelmente teria gostado um pouco mais deste livro se não fosse uma história tão simples;amar
i receive the good news in joy like the magi or do i feel threatened by gods message like herod;fear;eu recebo as boas novas com alegria como os magos ou me sinto ameaçado pela mensagem dos deuses como heróis;medo
i feel bitter but i want to rise up;anger;eu me sinto amargo, mas eu quero subir;raiva
i freak out when i feel like i m rejected or not wanted;sadness;eu surto quando me sinto rejeitado ou não desejado;tristeza
i havent gone a week without exaggerated eyelids since year at school i feel pretty fucking shitty;sadness;eu não passo uma semana sem pálpebras exageradas desde o ano na escola eu me sinto muito foda;tristeza
i feel the eyes of many turn away disgusted by the self indulgence the audacity of a british woman to admit this point of failure;anger;sinto os olhos de muitos desviarem-se enojados pela auto-indulgência a audácia de uma britânica em admitir este ponto de falha;raiva
i feel like im in a really strange stage of my life right now as im entering my th year;fear;eu sinto que estou em uma fase muito estranha da minha vida agora que estou entrando no meu º ano;medo
i was flipping through my fifth grade yearbook feeling that sense of nostalgia that anyone would if they were looking at their innocent though year old self;joy;eu estava folheando meu anuário da quinta série sentindo aquela sensação de nostalgia que qualquer um sentiria se estivesse olhando para o seu eu inocente embora com um ano de idade;alegria
i still left the studio feeling pretty mellow and chill a perfect way to commemorate the anniversary of my training with rudy on the same weekend i graduated from the program years ago;joy;eu ainda saí do estúdio me sentindo bem relaxado uma maneira perfeita de comemorar o aniversário do meu treinamento com rudy no mesmo fim de semana em que me formei no programa anos atrás;alegria
i had been out of sorts and feeling a bit isolated;sadness;eu estava fora de ordem e me sentindo um pouco isolado;tristeza
i feel you in every vain in every beating of my heart each breath i take pagetitle behind blue eyes;sadness;eu sinto você em cada vão em cada batida do meu coração cada respiração eu tomo pagetitle atrás de olhos azuis;tristeza
im beginning to feel my way around the systems and im very impressed with the overall level of automation and control that goes into making memset what it is;surprise;estou começando a me familiarizar com os sistemas e estou muito impressionado com o nível geral de automação e controle que faz com que o memset seja o que é;surpresa
i feel reassured and i feel a secret pleasure in the feeling buried deep in my pocket;joy;sinto-me tranquilo e sinto um prazer secreto no sentimento enterrado no fundo do meu bolso;alegria
i feel weird this morning;fear;eu me sinto estranho esta manhã;medo
i feel like since i missed out on so much school my brain is craving knowledge of any form;sadness;sinto que desde que perdi tanta escola meu cérebro está desejando conhecimento de qualquer forma;tristeza
i write what i feel if you get annoyed and sick of this simply close the tab;anger;eu escrevo o que eu sinto se você ficar irritado e cansado disso basta fechar a aba;raiva
i am feeling terrific now that my morning all day sickness has left;joy;estou me sentindo ótimo agora que meu enjôo matinal passou;alegria
i didn t wish to be the president i hardly know these people and i got the feeling that they hated me for being quiet and not smiling;anger;não queria ser o presidente mal conheço essas pessoas e tenho a sensação de que me odiavam por estar calado e não sorrir;raiva
i keep seeing facebook updates of friends who get to go and i am feeling rather envious;anger;eu continuo vendo atualizações do facebook de amigos que vão e estou com inveja;raiva
i feel regretful about which i ll keep to myself today if you please;sadness;eu me sinto arrependido sobre o que eu vou guardar para mim hoje se você por favor;tristeza
i was already feeling mentally crappy and it was just ridiculous;sadness;eu já estava me sentindo mentalmente ruim e era simplesmente ridículo;tristeza
i feel like a heap of useless skin;sadness;eu me sinto como um monte de pele inútil;tristeza
i feel as if anything less than points is acceptable and that we can forgive the team for losing at old trafford or stamford bridge;joy;sinto que menos do que pontos é aceitável e que podemos perdoar a equipa por perder em Old Trafford ou Stamford Bridge;alegria
i always feel pressured to socialize or i get eight missed calls and some texts from my host brother in the span of an hour;fear;eu sempre me sinto pressionado a socializar ou recebo oito chamadas perdidas e algumas mensagens de texto do meu irmão anfitrião no espaço de uma hora;temer
i realized grudgingly that a feeling of discontent had begun to rise in me;sadness;percebi a contragosto que um sentimento de descontentamento começou a crescer em mim;tristeza
im feeling uncharacteristically gloomy;sadness;estou me sentindo estranhamente triste;tristeza
i feel sentimental i close my eyes and look up i feel powerful if i do that;sadness;eu me sinto sentimental eu fecho meus olhos e olho para cima eu me sinto poderoso se eu fizer isso;tristeza
i feel that i was a girl that always being foolish and annoyed by boys;sadness;eu sinto que eu era uma garota que sempre sendo tola e irritada por meninos;tristeza
i do not feel particularly delighted in;joy;eu não me sinto particularmente satisfeito em;alegria
i feel invigorated and enlivened and a bit more fully completely myself;joy;eu me sinto revigorado e animado e um pouco mais completamente completamente eu mesmo;alegria
i love getting my rockabilly look on for certain occasions i love feeling pretty;joy;adoro usar meu look rockabilly em certas ocasiões adoro me sentir bonita;alegria
i feel excuse the messy thoughts i cant wait to make new friends im afraid to leave;sadness;sinto desculpa pelos pensamentos confusos mal posso esperar para fazer novos amigos tenho medo de ir embora;tristeza
i hate that feeling and its making me antsy and irritable;anger;eu odeio esse sentimento e isso está me deixando impaciente e irritado;raiva
i wanted to make sure i didnt feel rushed getting to century college on friday afternoon;anger;eu queria ter certeza de que não me sentiria apressado em chegar à faculdade do século na sexta à tarde;raiva
i love reading your comments so please feel free to leave them;joy;eu adoro ler seus comentários, então sinta-se à vontade para deixá-los;alegria
i have been trying to come to terms with my own emotionally damaged thinking but now i almost feel convinced that my thoughts are full of validity;joy;tenho tentado chegar a um acordo com o meu próprio pensamento emocionalmente danificado mas agora quase me sinto convencido de que os meus pensamentos estão cheios de validade;alegria
i don t want to go all very special episode of blossom on you but i am feeling a little melancholy about the final episode of rock;sadness;eu não quero ir todo o episódio muito especial de flor em você mas estou me sentindo um pouco melancólica sobre o episódio final de rock;tristeza
i normally like some lettuce and tomatoes in my burger for moisture in their absence in this burger made the meat feel particularly rich and juicy;joy;normalmente gosto de alface e tomate no meu hambúrguer para a humidade na sua ausência neste hambúrguer fez a carne parecer particularmente rica e suculenta;alegria
my sister once stole my mothers money and made her very angry after this my mother would beat her up for unreasonable reasons one day my sister lent her book to a friend without telling my mother about it when my mother learnt this she beat her up and even threatened her with a pair of scissors;anger;minha irmã uma vez roubou o dinheiro da minha mãe e a deixou muito brava depois disso minha mãe bateu nela por motivos irracionais um dia minha irmã emprestou seu livro para uma amiga sem contar para minha mãe sobre isso quando minha mãe soube disso ela bateu nela e até ameaçou-a com uma tesoura;raiva
i love this or that it s an unconscious attempt to cover up or remove the deep seated feelings that always accompany the ego the discontent the unhappiness the sense of insufficiency that is so familiar;sadness;eu amo isso ou aquilo é uma tentativa inconsciente de encobrir ou remover os sentimentos profundos que sempre acompanham o ego o descontentamento a infelicidade a sensação de insuficiência que é tão familiar;tristeza
im left feeling paranoid and like it keeps getting harder to feel happy;fear;Estou me sentindo paranóica e como se estivesse ficando cada vez mais difícil se sentir feliz;medo
i use it all over my face and sometimes my neck if i m feeling generous;love;eu uso em todo o meu rosto e às vezes meu pescoço se estou me sentindo generoso;amar
i just feel really needy;sadness;eu me sinto realmente carente;tristeza
i feel agitated about it;anger;eu me sinto agitado com isso;raiva
i feel invigorated and energized and ready to go out and save the world;joy;eu me sinto revigorado e energizado e pronto para sair e salvar o mundo;alegria
i feel when you should walk in to see the film you should be pleasantly surprised with the film s inherent connect;surprise;eu sinto que quando você deve entrar para ver o filme você deve se surpreender com a conexão inerente ao filme;surpresa
i feel relieved to have the big moving of furniture over with;joy;sinto-me aliviado por ter acabado com a grande mudança de móveis;alegria
i just feel very satisfied and content;joy;eu me sinto muito satisfeito e contente;alegria
i personally would gladly pay someone more just to be treated with dignity respect and actually feel like a valued customer;joy;eu pessoalmente pagaria com prazer a alguém mais apenas para ser tratado com dignidade e respeito e realmente me sentir um cliente valioso;alegria
i then had my watch from am this morning but was feeling just fine so did an additional hour so my dad could rest a little longer;joy;eu então peguei meu relógio da manhã desta manhã, mas estava me sentindo muito bem, então fiz uma hora adicional para que meu pai pudesse descansar um pouco mais;alegria
i also feel your hot body against mine;love;eu também sinto seu corpo quente contra o meu;amar
i feel a bit naughty like ive snuck into my parents room snooping for christmas presents or something;love;eu me sinto um pouco desobediente como se tivesse entrado no quarto dos meus pais bisbilhotando por presentes de natal ou algo assim;amar
i would feel lethargic and have indigestion after eating too much;sadness;eu me sentiria letárgico e teria indigestão depois de comer demais;tristeza
i want my audiences to go away feeling that they were entertained he said;joy;eu quero que meu público vá embora sentindo que eles foram entretidos, ele disse;alegria
i feel like my dream of being a good guitarist and playing with other musicians was just a prideful dream;joy;eu sinto que meu sonho de ser um bom guitarrista e tocar com outros músicos era apenas um sonho de orgulho;alegria
i wonder how shed feel about supporting me;love;eu me pergunto como ela se sente sobre me apoiar;amar
i rarely feel guilty when my laughs are on me;sadness;eu raramente me sinto culpado quando minhas risadas estão em mim;tristeza
im feeling brave the girls and i venture out for a walk with the intent of maybe making it around the block;joy;estou me sentindo corajosa com as meninas e me aventuro para dar uma volta com a intenção de talvez dar a volta no quarteirão;alegria
i still didnt see a difference in the way my pores look and while i didnt expect this to work over time i still feel a little disappointed;sadness;ainda não vi diferença na aparência dos meus poros e, embora não esperasse que isso funcionasse com o tempo, ainda me sinto um pouco desapontado;tristeza
i have been feeling listless and loopy;sadness;eu tenho me sentido apático e maluco;tristeza
i have absolutely no one to turn to when im feeling troubled and im not even exaggerating when i say that;sadness;eu não tenho absolutamente ninguém a quem recorrer quando me sinto incomodado e nem estou exagerando quando digo isso;tristeza
i feel like it isnt totally resolved with angie;joy;eu sinto que não está totalmente resolvido com angie;alegria
i have a sense of faith and it is only such that perhaps i am not as foolish as i feel and that someday i can have their sincere friendship unmitigated by distance that i can love them as much as i do and not have to worry that i am failing simply in that act alone;joy;eu tenho um senso de fé e é só tal que talvez eu não seja tão tolo quanto me sinto e que um dia eu possa ter sua amizade sincera sem ser atenuada pela distância que eu possa amá-los tanto quanto eu e não ter que me preocupar que eu estou falhando simplesmente nesse ato sozinho;alegria
i just needed some sun but for the first time in a long time im feeling really excited about my life;joy;eu só precisava de um pouco de sol, mas pela primeira vez em muito tempo estou me sentindo muito animado com a minha vida;alegria
i will sit there for a month while rich and carol go home for christmas by the way they did not put any lights on me this year i am not feeling very festive right now;joy;vou ficar lá sentado durante um mês enquanto o rich e a carol vão para casa para o natal pelo modo como não me acenderam nenhuma luz este ano não estou a sentir-me muito festivo agora;alegria
i feel so blessed and beyond thankful for the opportunity to paint for my readers its been the best;joy;eu me sinto tão abençoado e além de agradecido pela oportunidade de pintar para meus leitores, foi o melhor;alegria
i want to box because i feel more confident in my own skin after just three weeks of boxing than i have felt in my entire life;joy;eu quero lutar boxe porque me sinto mais confiante em minha própria pele depois de apenas três semanas de boxe do que me senti em toda a minha vida;alegria
i really feel like an idiotic;sadness;eu realmente me sinto um idiota;tristeza
i am blank completely i am just feeling every emotion as precious would feel it and how she should feel it;joy;estou completamente em branco estou apenas sentindo cada emoção tão preciosa que sentiria e como ela deveria sentir;alegria
i am not giving up but i am feeling discouraged;sadness;eu não estou desistindo, mas estou me sentindo desanimado;tristeza
i get the feeling he is a lovely guy and i m very happy to see him do so well at atletico;love;tenho a sensação de que ele é um cara adorável e estou muito feliz em vê-lo ir tão bem no Atlético;amar
im talking about stored up hurts and pent up rage at the feelings of feeling not accepted insecure marginalized and not belonging anywhere;love;estou falando de mágoas acumuladas e raiva reprimida pelos sentimentos de não se sentir aceito inseguro marginalizado e não pertencer a lugar nenhum;amar
i just finished a long day of work and am feeling a bit sentimental and its been a few weeks so i thought id get on here and write a few words;sadness;acabei de terminar um longo dia de trabalho e estou me sentindo um pouco sentimental e já faz algumas semanas então pensei em entrar aqui e escrever algumas palavras;tristeza
i feel like i missed the singular flight that they took to get to z;sadness;sinto que perdi o voo singular que eles pegaram para chegar a z;tristeza
i feel so scared for him;fear;eu sinto tanto medo por ele;temer
i feel i find i felt target blank clasheen by nicola brown a href http keepmeinstitchez;sadness;eu sinto que eu acho que senti target blank clasheen por nicola brown a href http keepmeinstitchez;tristeza
i feel disrespected and insulted;anger;me sinto desrespeitado e insultado;raiva
i grow learn more and mature a little more which really makes me feel a sense of joyful peace within;joy;eu cresço aprendo mais e amadureço um pouco mais o que realmente me faz sentir uma sensação de paz alegre dentro;alegria
i hate ever putting anyone in awkward situations and ever causing anyone to feel unwelcome such thoughts strain my heart so;sadness;eu odeio colocar alguém em situações embaraçosas e fazer com que alguém se sinta indesejável, tais pensamentos sobrecarregam meu coração, então;tristeza
i feel like i shouldnt bother people with these petty stupid little pathetic thoughts i feel like no one really would care to know what really goes on inside my head;anger;eu sinto que não deveria incomodar as pessoas com esses pensamentos patéticos mesquinhos e estúpidos eu sinto que ninguém realmente se importaria em saber o que realmente se passa dentro da minha cabeça;raiva
i am feeling very energetic now;joy;estou me sentindo muito enérgico agora;alegria
i feel like im facing alone my love hes gone;sadness;eu sinto que estou enfrentando sozinho meu amor ele se foi;tristeza
i smile and feels really happy in the same time i feel nervouse and my heart beats faster than usain bolt;joy;eu sorrio e me sinto muito feliz ao mesmo tempo em que me sinto nervoso e meu coração bate mais rápido que usain bolt;alegria
i slowly realised that the intruder was actually dad and griff began to retreat a safe distance in case there were any repercussions after pulling dad through the roof but dad was feeling very groggy and disorientated;sadness;lentamente percebi que o intruso era na verdade o pai e o griff começou a recuar para uma distância segura no caso de haver alguma repercussão depois de puxar o pai pelo telhado mas o pai estava a sentir-se muito grogue e desorientado;tristeza
i really love the feel of these lipsticks and these colors are really gorgeous;joy;eu realmente amo a sensação desses batons e essas cores são realmente lindas;alegria
i can whine and pour my heart out without feeling awkward;sadness;eu posso lamentar e derramar meu coração sem me sentir estranho;tristeza
i feel like i should say something emotional and touching about the fleeting nature of time but damn im feeling like ive been flung into a first day of school suddenly huge to do list tornado;sadness;eu sinto que deveria dizer algo emocional e tocante sobre a natureza fugaz do tempo, mas caramba estou me sentindo como se tivesse sido jogado em um primeiro dia de escola de repente enorme para fazer a lista tornado;tristeza
i have found the perfect remedy for anyone feeling stressed or conflicted about the future its the a href http www;anger;eu encontrei o remédio perfeito para qualquer um que se sinta estressado ou em conflito com o futuro é o a href http www;raiva
im creature of feelings i evaluate life on my feelings dangerous;anger;sou criatura de sentimentos avalio a vida pelos meus sentimentos perigosos;raiva
im not quite sure what it is but its a feeling specially for you and its nothing hostile;anger;não tenho certeza do que é, mas é um sentimento especialmente para você e não é nada hostil;raiva
i feel such morose sentiments floating around my brain;sadness;eu sinto esses sentimentos taciturnos flutuando ao redor do meu cérebro;tristeza
ive mostly gotten used to this but being kind of a stubbornly independent person it still feels a little strange at times;fear;Eu principalmente me acostumei com isso, mas sendo uma pessoa teimosamente independente, ainda parece um pouco estranho às vezes;medo
im glad no ones feelings got hurt;sadness;estou feliz que nenhum sentimento se machucou;tristeza
i cant even get through schindlers list much less see the actual death chambers and feel the ghosts of the tortured around me;anger;eu nem consigo passar pela lista de schindlers muito menos ver as câmaras da morte reais e sentir os fantasmas dos torturados ao meu redor;raiva
i trained my heart and mind to receive and believe the truth i am feeling rejected but it is only a feeling brought about by my past experiences;sadness;treinei o meu coração e mente para receber e acreditar na verdade estou a sentir-me rejeitado mas é apenas um sentimento provocado pelas minhas experiências passadas;tristeza
i recall seeing leaves falling off a tree set against a grey sky and feeling absolutely terrified;fear;eu me lembro de ver folhas caindo de uma árvore contra um céu cinza e me sentindo absolutamente aterrorizado;temer
i just didnt feel like i really got to know him which i feel is why im so unsure of his character;fear;eu só não senti que realmente o conhecia, e eu sinto que é por isso que estou tão inseguro de seu caráter;medo
i only find him when im feeling troubled;sadness;eu só o encontro quando estou me sentindo incomodado;tristeza
i am feeling incredibly agitated today;fear;estou me sentindo incrivelmente agitado hoje;medo
ive kept trav awake by being awake and that makes me feel terrible;sadness;Eu mantive trav acordado por estar acordado e isso me faz sentir terrível;tristeza
i had suppressed my homosexual feelings so much that i replaced them with what i thought would be socially acceptable;joy;eu reprimi tanto meus sentimentos homossexuais que os substituí pelo que eu achava que seria socialmente aceitável;alegria
i feel disappointed for so dont say sorry dont say baby;sadness;eu me sinto decepcionado por isso não peça desculpas não diga baby;tristeza
i do not feel like supporting this country however;joy;eu não sinto vontade de apoiar este país no entanto;alegria
i am supposed to feel joyful b;joy;eu deveria me sentir alegre b;alegria
i feel more sure with where i am going in my business;joy;eu me sinto mais seguro de onde estou indo no meu negócio;alegria
i suppose i was moping in my own misery feeling extremely agitated by a lot of people;fear;suponho que estava deprimido na minha própria miséria, sentindo-me extremamente agitado por muitas pessoas;temer
i hope you can feel that and will take the time to feel tender about your life for a moment;love;espero que você possa sentir isso e reserve um tempo para se sentir carinhoso com sua vida por um momento;amar
im definitely feeling optimistic about this rules set;joy;estou definitivamente me sentindo otimista sobre esse conjunto de regras;alegria
i feels so proud of my self img alt onion head emoticons src http www;joy;eu me sinto tão orgulhoso de mim mesmo img alt onion head emoticons src http www;alegria
i feel hesitant to be putting the words on this page feeling like every time i hit a key i am tempting fate to take this away from me;fear;sinto-me hesitante em colocar as palavras nesta página sentindo que cada vez que aperto uma tecla estou a tentar o destino a tirar isto de mim;medo
i hate complaining all the time but it s so scary to feel so alone;sadness;eu odeio reclamar o tempo todo, mas é tão assustador se sentir tão sozinho;tristeza
i start to feel happy about where i am an unexpected house move comes along which slows things down that is just compounded then by the injury to my back shoulder which has really set me back;joy;começo a sentir-me feliz por onde estou uma mudança de casa inesperada que atrasa as coisas o que é agravado depois pela lesão no meu ombro traseiro que realmente me prejudicou;alegria
i feel shitty about myself or my work on the heels of feeling great for someone else s accomplishments;sadness;eu me sinto péssimo comigo mesmo ou com meu trabalho depois de me sentir bem pelas realizações de outra pessoa;tristeza
im feeling all bashful exposed and vulnerable because my blog crush is out in the open now;fear;Estou me sentindo toda tímida exposta e vulnerável porque minha paixão pelo blog está aberta agora;temer
i can feel it in my aching bones;sadness;eu posso sentir isso em meus ossos doloridos;tristeza
i love my job and i love my kids but at times i feel like they take so much of me the person that is left is dull;sadness;eu amo meu trabalho e amo meus filhos, mas às vezes eu sinto que eles tiram tanto de mim a pessoa que resta é chata;tristeza
when i ate a rotten apple;anger;quando eu comi uma maçã podre;raiva
i won t feel so shy and ashamed about it;fear;eu não vou me sentir tão tímido e envergonhado sobre isso;temer
i i feel for you rel nofollow add to delicious a href http www;joy;eu sinto por você rel nofollow add to delicious a href http www;alegria
i feel welcomed and acknowledged and can nod my head or give h;joy;eu me sinto bem-vindo e reconhecido e posso acenar com a cabeça ou dar h;alegria
i reflect on the past year i am feeling so blessed;joy;eu reflito sobre o ano passado, estou me sentindo tão abençoado;alegria
i use this wash as it is really nice and soothing and leaves my skin feeling lovely and its pink so bonus;love;eu uso esta lavagem, pois é muito bom e calmante e deixa minha pele linda e seu rosa é um bônus;amar
i was feeling mad;anger;eu estava me sentindo louco;raiva
i often fought feelings of hopelessness because of our seemingly helpless financial situation;fear;muitas vezes lutei contra sentimentos de desesperança por causa de nossa situação financeira aparentemente indefesa;medo
i have never spent that much on any cosmetic product before and i feel foolish for doing so but i love the way this stuff feels on my skin;sadness;eu nunca gastei tanto em nenhum produto cosmético antes e me sinto tolo por fazer isso, mas eu amo o jeito que essas coisas ficam na minha pele;tristeza
i act as head of family when he is far too young for this and making sasuke feel that he has to support her instead of her supporting him which by right should be her duty because she is the mother and he is the child and he is fatally ill and not she;joy;eu ajo como chefe de família quando ele é muito jovem para isso e fazendo sasuke sentir que ele tem que apoiá-la ao invés de ela apoiá-lo o que por direito deveria ser seu dever porque ela é a mãe e ele é a criança e ele é fatalmente doente e não ela;alegria
i dont know what it is but i have been feeling less paranoid;fear;eu não sei o que é, mas tenho me sentido menos paranóico;medo
i cant hate too much because i feel like shes looking pretty damn flawless in these pics;joy;eu não posso odiar muito porque eu sinto que ela está muito impecável nessas fotos;alegria
i always got the feeling that even though he admired moriartys intellect he was at the same time very scared of him and quite horrified by his evilness;love;eu sempre tive a sensação de que embora ele admirasse o intelecto de Moriarty, ele estava ao mesmo tempo com muito medo dele e bastante horrorizado com sua maldade;amar
im not entirely jaded and bitter i know there are people out there like myself who care about others feelings and are kind and considerate;love;não estou totalmente cansado e amargo sei que existem pessoas como eu que se preocupam com os sentimentos dos outros e são gentis e atenciosas;amar
i feel embarrassed for others that something so small makes them feel awkward;sadness;eu me sinto envergonhado pelos outros que algo tão pequeno os faz sentir estranhos;tristeza
i was already feeling loved for having been asked to be in the bridal party the thank you note made me feel even more so;love;eu já estava me sentindo amado por ter sido convidado para estar na festa nupcial o bilhete de agradecimento me fez sentir ainda mais;amar
i love rocking her to sleep at nap time during the day and not feeling rushed or exhausted;anger;adoro embalá-la para dormir na hora da soneca durante o dia e não me sentir apressado ou exausto;raiva
i don t like it when i hmmm feel devastated then i try to be driven towards things that are potentially more devastating just so i can forget about that thing that has devastated me first;sadness;eu não gosto quando eu hmmm me sinto devastado então eu tento ser levado para coisas que são potencialmente mais devastadoras só para que eu possa esquecer aquela coisa que me devastou primeiro;tristeza
i feel sorry for those who taps and feeds from others good intentions;sadness;tenho pena de quem toca e se alimenta de outras boas intenções;tristeza
i still feel like a tragic waste;sadness;eu ainda me sinto como um desperdício trágico;tristeza
i still feel a bit stunned and i suppose i should be racked with regret and shame;surprise;eu ainda me sinto um pouco atordoado e acho que deveria ser atormentado com arrependimento e vergonha;surpresa
i feel like listening to mellow music;joy;eu sinto vontade de ouvir música suave;alegria
i feel disgusted by the ugliness of the current society;anger;sinto nojo da feiúra da sociedade atual;raiva
i finish a steinbeck i feel invigorated and enriched;joy;eu termino um steinbeck me sinto revigorado e enriquecido;alegria
